id	family	query	expected	planner_status	repairs	raw_e2b_output	first_invalid_output	accepted_summary	executable_plan
069	combined	me alone at home yesterday	browse; self; people_only; location home; yesterday	ACCEPTED	0	"{""v"":2,""q"":""me alone at home yesterday"",""intent"":""browse"",""ops"":[[""self""],[""location"",""home""],[""calendar_date"",""yesterday""]]}"		category=scenary, semantic=0, people=1, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=people,time,location, ops=[person == ravi] && [location == home] && [from_date == 2026-08-23] && [to_date == 2026-08-23]	[person == ravi] && [location == home] && [from_date == 2026-08-23] && [to_date == 2026-08-23]
070	combined	photos of Ravi without Ramani in Mysore	browse; media photos; person Ravi; not_person Ramani; location Mysore	VALIDATOR_FAILED	1	"{""v"":2,""q"":""photos of Ravi without Ramani in Mysore"",""intent"":""browse"",""ops"":[[""person_ref"",""F4""],[""person_ref"",""F4""],[""not_term"",""Ramani""],[""location"",""Mysore""]]}"	"{""v"":2,""q"":""photos of Ravi without Ramani in Mysore"",""intent"":""browse"",""ops"":[[""person_ref"",""F4""],[""person_ref"",""F4""],[""not_term"",""Ramani""],[""location"",""Mysore""]]}"		
071	combined	vacation pictures except mountains	browse; media photos; travel outside_normal; not_term mountains	VALIDATOR_FAILED	1	"{""v"":2,""q"":""vacation pictures except mountains"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""travel"",""outside_normal""],[""not_term"",""mountains""]]}"	"{""v"":2,""q"":""vacation pictures except mountains"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""travel"",""outside_normal""],[""not_term"",""mountains""]]}"		
072	combined	night city videos in Delhi last month	browse; media videos; semantic night city; location Delhi; last month	VALIDATOR_FAILED	1	```json	"```json {""v"":2,""q"":""night city videos Delhi last month"",""intent"":""browse"",""ops"":[[""term"",""night city videos Delhi"",""semantic""],[""relative_date"",""last"",""month""]]} ```"		
073	combined	receipts photographed this year	browse; receipt photo content; this year	ACCEPTED	0	"{""v"":2,""q"":""receipts photographed this year"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""relative_date"",""this_year""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=time, ops=[mime type == photos] && [from_date == 2026-01-01] && [to_date == 2026-08-24]	[mime type == photos] && [from_date == 2026-01-01] && [to_date == 2026-08-24]
074	combined	screenshots containing payment failed	browse; screenshot scope; mandatory written payment failed content	VALIDATOR_FAILED	1	"{""v"":2,""q"":""screenshots containing payment failed"",""intent"":""browse"",""ops"":[[""media"",""screenshots""],[""term"",""payment failed"",""semantic+all""]]}"	"{""v"":2,""q"":""screenshots containing payment failed"",""intent"":""browse"",""ops"":[[""media"",""screenshots""],[""term"",""payment failed"",""semantic+all""]]}"		
075	combined	photos with text happy birthday	browse; media photos; mandatory written happy birthday content	ACCEPTED	0	"{""v"":2,""q"":""photos with text happy birthday"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""term"",""happy birthday"",""semantic""],[""term"",""text"",""semantic""]]}"		category=scenary, semantic=2, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos] && [semantic == happy birthday] && [semantic == text]	[mime type == photos] && [semantic == happy birthday] && [semantic == text]
076	ambiguous	Goa	browse; location Goa; no invented media or person	ACCEPTED	0	"{""v"":2,""q"":""Goa"",""intent"":""browse"",""ops"":[[""location"",""Goa""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=location, ops=[location == Goa]	[location == Goa]
077	ambiguous	rain	browse; semantic rain; no location	ACCEPTED	0	"{""v"":2,""q"":""rain"",""intent"":""browse"",""ops"":[[""term"",""rain"",""semantic""]]}"		category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[semantic == rain]	[semantic == rain]
078	ambiguous	last summer	browse; temporal summer intent retained conservatively; no invented exact event	ACCEPTED	0	"{""v"":2,""q"":""last summer"",""intent"":""browse"",""ops"":[[""travel"",""outside_normal""],[""sort"",""newest""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=true, evidence=metadata+visual, metadataFields=location, ops=[travel == outside_normal] SORT_DATE	[travel == outside_normal] SORT_DATE
079	ambiguous	recent photos	browse; media photos; sort newest	ACCEPTED	0	"{""v"":2,""q"":""recent photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""sort"",""newest""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=true, evidence=visual, metadataFields=, ops=[mime type == photos] SORT_DATE	[mime type == photos] SORT_DATE
080	ambiguous	pics from there	browse; media photos; preserve unresolved there without invented location	ACCEPTED	0	"{""v"":2,""q"":""pics from there"",""intent"":""browse"",""ops"":[[""media"",""photos""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos]	[mime type == photos]
081	ambiguous	birthday	browse; semantic birthday	ACCEPTED	0	"{""v"":2,""q"":""birthday"",""intent"":""browse"",""ops"":[[""term"",""birthday"",""semantic+all""]]}"		category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[semantic == birthday] && [keyword == {birthday}]	[semantic == birthday] && [keyword == {birthday}]
082	ambiguous	travel memories	browse; travel outside_normal or equivalent travel semantic	ACCEPTED	0	"{""v"":2,""q"":""travel memories"",""intent"":""browse"",""ops"":[[""travel"",""outside_normal""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=location, ops=[travel == outside_normal]	[travel == outside_normal]
083	ambiguous	camera shots	browse; media photos; no invented content	ACCEPTED	0	"{""v"":2,""q"":""camera shots"",""intent"":""browse"",""ops"":[[""media"",""photos""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos]	[mime type == photos]
084	ambiguous	that blue thing	browse; semantic blue thing; no previous context	ACCEPTED	0	"{""v"":2,""q"":""that blue thing"",""intent"":""browse"",""ops"":[[""term"",""blue"",""semantic""]]}"		category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[semantic == blue]	[semantic == blue]
085	ambiguous	photos around home	browse; media photos; location home	ACCEPTED	0	"{""v"":2,""q"":""photos around home"",""intent"":""browse"",""ops"":[[""self""],[""term"",""home"",""semantic+all""]]}"		category=scenary, semantic=1, people=1, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=people, ops=[person == ravi] && [semantic == home] && [keyword == {home}]	[person == ravi] && [semantic == home] && [keyword == {home}]
086	ambiguous	Bangalore or Mysore photos	browse; media photos; both alternative locations preserved	VALIDATOR_FAILED	1	"{""v"":2,""q"":""Bangalore or Mysore photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Bangalore""],[""location""],["""",""Mysore""]]}"	"{""v"":2,""q"":""Bangalore or Mysore photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Bangalore""],[""location""],["""",""Mysore""]]}"		
087	ambiguous	photos not in Goa	browse; media photos; negative Goa constraint preserved	VALIDATOR_FAILED	1	```json	"```json {""v"":2,""q"":""photos not in Goa"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Goa""],[""not_term"",""Goa""]]} ```"		
088	ambiguous	beach but not sunset photos	browse; media photos; semantic beach; not_term sunset	VALIDATOR_FAILED	1	"{""v"":2,""q"":""beach but not sunset photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""beach""],[""not_term"",""sunset""]]}"	"{""v"":2,""q"":""beach but not sunset photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""beach""],[""not_term"",""sunset""]]}"		
089	ambiguous	Ramani maybe at Goa	browse; person Ramani; location Goa preserved without extra certainty	ACCEPTED	0	"{""v"":2,""q"":""Ramani maybe at Goa"",""intent"":""browse"",""ops"":[[""person_ref"",""F12""],[""location"",""Goa""]]}"		category=scenary, semantic=0, people=1, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=people,location, ops=[person == chinni] && [location == Goa]	[person == chinni] && [location == Goa]
090	ambiguous	photos from around 2024	browse; media photos; approximate 2024 temporal intent retained conservatively	VALIDATOR_FAILED	1	"{""v"":2"",""q"":""photos from around 20"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""relative_date"",""this_year""]]}"	"{""v"":2"",""q"":""photos from around 20"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""relative_date"",""this_year""]]}"		
091	typo	sunset picturs	browse; correct pictures; media photos; semantic sunset	ACCEPTED	0	"{""v"":2,""q"":""sunset picturs"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""term"",""sunset"",""semantic""]]}"		category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos] && [semantic == sunset]	[mime type == photos] && [semantic == sunset]
092	typo	Ramni dancng photos	browse; correct Ramani dancing; person Ramani; semantic dancing; media photos	ACCEPTED	0	"{""v"":2,""q"":""Ramani dancing photos"",""intent"":""browse"",""ops"":[[""person_ref"",""F12""],[""term"",""dancing"",""semantic""],[""media"",""photos""]]}"		category=scenary, semantic=1, people=1, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=people, ops=[person == chinni] && [mime type == photos] && [semantic == dancing]	[person == chinni] && [mime type == photos] && [semantic == dancing]
093	typo	Goa vaccation pics	browse; correct vacation pictures; location Goa; media photos	ACCEPTED	0	"{""v"":2,""q"":""Goa vaccation pics"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Goa""],[""travel"",""outside_normal""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=location, ops=[mime type == photos] && [location == Goa] && [travel == outside_normal]	[mime type == photos] && [location == Goa] && [travel == outside_normal]
094	typo	vidoes of firewroks	browse; correct videos fireworks; media videos; semantic fireworks	VALIDATOR_FAILED	1	"{""v"":2,""q"":""vido of firewks"",""intent"":""browse"",""ops"":[[""media"",""videos""],[""term"",""fireworks""]]}"	"{""v"":2,""q"":""vido of firewks"",""intent"":""browse"",""ops"":[[""media"",""videos""],[""term"",""fireworks""]]}"		
095	typo	fotoss of me at beach	browse; correct photos; self; media photos; semantic beach	VALIDATOR_FAILED	1	"{""v"":2,""q"":""fotoss of me at beach"",""intent"":""browse"",""ops"":[[""self"",""term"",""photos"",""semantic+all""],[""location"",""beach""]]}"	"{""v"":2,""q"":""fotoss of me at beach"",""intent"":""browse"",""ops"":[[""self"",""term"",""photos"",""semantic+all""],[""location"",""beach""]]}"		
096	typo	pics frm yesterday	browse; correct from; media photos; yesterday	ACCEPTED	0	"{""v"":2,""q"":""pics frm yesterday"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""calendar_date"",""yesterday""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=time, ops=[mime type == photos] && [from_date == 2026-08-23] && [to_date == 2026-08-23]	[mime type == photos] && [from_date == 2026-08-23] && [to_date == 2026-08-23]
097	colloquial	latest Ramani snaps	browse; person Ramani; media photos; sort newest	ACCEPTED	0	"{""v"":2,""q"":""latest Ramani snaps"",""intent"":""browse"",""ops"":[[""person_ref"",""F1""],[""media"",""photos""],[""sort"",""newest""]]}"		category=scenary, semantic=0, people=1, excludedPeople=0, negative=0, recent=true, evidence=metadata+visual, metadataFields=people, ops=[person == meghana] && [mime type == photos] SORT_DATE	[person == meghana] && [mime type == photos] SORT_DATE
098	colloquial	no Ravi just Ramani photos	browse; person Ramani; not_person Ravi; people_only; media photos	ACCEPTED	0	"{""v"":2,""q"":""no Ravi Ramani photos"",""intent"":""browse"",""ops"":[[""term"",""Ravi"",""all""],[""term"",""Ramani"",""all""],[""media"",""photos""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos] && [keyword == {Ravi} && {Ramani}]	[mime type == photos] && [keyword == {Ravi} && {Ramani}]
099	colloquial	show beach pics	browse; media photos; semantic beach	ACCEPTED	0	"{""v"":2,""q"":""show beach pics"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""beach""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=location, ops=[mime type == photos] && [location == beach]	[mime type == photos] && [location == beach]
100	colloquial	find my night videos	browse; self; media videos; daypart night	VALIDATOR_FAILED	1	"{""v"":2,""q"":""find my night videos"",""intent"":""browse"",""ops"":[[""self""],[""term"",""videos""],[""daypart"",""night""]]}"	"{""v"":2,""q"":""find my night videos"",""intent"":""browse"",""ops"":[[""self""],[""term"",""videos""],[""daypart"",""night""]]}"		
