id	family	query	expected	attempts	planner_status	repairs	raw_e2b_output	first_invalid_output	accepted_summary	executable_plan
078	ambiguous	last summer	browse; temporal summer intent retained conservatively; no invented exact event	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""last summer"",""intent"":""browse"",""ops"":[[""relative_date"",""last"",""summer""]]}"	"{""v"":2,""q"":""last summer"",""intent"":""browse"",""ops"":[[""relative_date"",""last"",""summer""]]}"		
079	ambiguous	recent photos	browse; media photos; sort newest	1	ACCEPTED	0	"{""v"":2,""q"":""recent photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""sort"",""newest""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=true, evidence=visual, metadataFields=, ops=[mime type == photos] SORT_DATE	[mime type == photos] SORT_DATE
080	ambiguous	pics from there	browse; media photos; preserve unresolved there without invented location	1	ACCEPTED	0	"{""v"":2,""q"":""pics from there"",""intent"":""browse"",""ops"":[[""media"",""photos""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos]	[mime type == photos]
081	ambiguous	birthday	browse; semantic birthday	1	ACCEPTED	1	"{""v"":2,""q"":""birthday"",""intent"":""answer:text"",""ops"":[[""term"",""birthday"",""semantic+all""]]}"	"{""v"":2,""q"":""birthday"",""intent"":""answer:text"",""ops"":[[""term"",""birthday"",""semantic+all""]]}"	category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[semantic == birthday]	[semantic == birthday]
082	ambiguous	travel memories	browse; travel outside_normal or equivalent travel semantic	1	ACCEPTED	0	"{""v"":2,""q"":""travel memories"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""travel"",""outside_normal""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=location, ops=[mime type == photos] && [travel == outside_normal]	[mime type == photos] && [travel == outside_normal]
083	ambiguous	camera shots	browse; media photos; no invented content	1	ACCEPTED	0	"{""v"":2,""q"":""camera shots"",""intent"":""browse"",""ops"":[[""media"",""photos""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos]	[mime type == photos]
084	ambiguous	that blue thing	browse; semantic blue thing; no previous context	1	ACCEPTED	0	"{""v"":2,""q"":""that blue thing"",""intent"":""browse"",""ops"":[[""term"",""blue thing"",""semantic""]]}"		category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[semantic == blue thing]	[semantic == blue thing]
085	ambiguous	photos around home	browse; media photos; location home	1	ACCEPTED	1	"{""v"":2,""q"":""photos around home"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""home""],[""semantic""]]}"	"{""v"":2,""q"":""photos around home"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""home""],[""semantic""]]}"	category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos] && [semantic == photos around home]	[mime type == photos] && [semantic == around home]
086	ambiguous	Bangalore or Mysore photos	browse; media photos; both alternative locations preserved	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""Bangalore or Mysore photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Bangalore""],[""location"",""Mysore""]]}"	"{""v"":2,""q"":""Bangalore or Mysore photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Bangalore""],[""location"",""Mysore""]]}"		
087	ambiguous	photos not in Goa	browse; media photos; negative Goa constraint preserved	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""photos not in Goa"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Goa""],[""not_term"",""Goa""]]}"	"{""v"":2,""q"":""photos not in Goa"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Goa""],[""not_term"",""Goa""]]}"		
088	ambiguous	beach but not sunset photos	browse; media photos; semantic beach; not_term sunset	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""beach but not sunset photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""term"",""beach"",""semantic""],[""not_term"",""sunset""]]}"	"{""v"":2,""q"":""beach but not sunset photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""term"",""beach"",""semantic""],[""not_term"",""sunset""]]}"		
089	ambiguous	Ramani maybe at Goa	browse; person Ramani; location Goa preserved without extra certainty	1	ACCEPTED	0	"{""v"":2,""q"":""Ramani maybe at Goa"",""intent"":""browse"",""ops"":[[""person_ref"",""F14""],[""location"",""Goa""]]}"		category=scenary, semantic=0, people=1, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=people,location, ops=[person == ramani] && [location == Goa]	[person == ramani] && [location == Goa]
090	ambiguous	photos from around 2024	browse; media photos; approximate 2024 temporal intent retained conservatively	2	ACCEPTED	0	"{""v"":2,""q"":""photos from around 2024"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""relative_date"",""this_year""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=time, ops=[mime type == photos] && [from_date == 2026-01-01] && [to_date == 2026-08-24]	[mime type == photos] && [from_date == 2026-01-01] && [to_date == 2026-08-24]
091	typo	sunset picturs	browse; correct pictures; media photos; semantic sunset	1	ACCEPTED	0			category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos] && [semantic == sunset]	[mime type == photos] && [semantic == sunset]
092	typo	Ramni dancng photos	browse; correct Ramani dancing; person Ramani; semantic dancing; media photos	1	ACCEPTED	1	"{""v"":2,""q"":""Ramni dancng photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""term"",""Ramni"",""all""],[""term"",""dancing"",""semantic""]]}"	"{""v"":2,""q"":""Ramni dancng photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""term"",""Ramni"",""all""],[""term"",""dancing"",""semantic""]]}"	category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos] && [semantic == Ramni dancing]	[mime type == photos] && [semantic == Ramni dancing]
093	typo	Goa vaccation pics	browse; correct vacation pictures; location Goa; media photos	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""Goa vaccation pics"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Goa""],[""travel"",""outside_normal""]]}"	"{""v"":2,""q"":""Goa vaccation pics"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""location"",""Goa""],[""travel"",""outside_normal""]]}"		
094	typo	vidoes of firewroks	browse; correct videos fireworks; media videos; semantic fireworks	1	ACCEPTED	0	"{""v"":2,""q"":""vidoes of firewroks"",""intent"":""browse"",""ops"":[[""media"",""videos""],[""term"",""firewroks"",""semantic""]]}"		category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == videos] && [semantic == firewroks]	[mime type == videos] && [semantic == firewroks]
095	typo	fotoss of me at beach	browse; correct photos; self; media photos; semantic beach	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""fotoss of me at beach"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""self"",""self_term""],[""location"",""beach""]]}"	"{""v"":2,""q"":""fotoss of me at beach"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""self"",""self_term""],[""location"",""beach""]]}"		
096	typo	pics frm yesterday	browse; correct from; media photos; yesterday	1	ACCEPTED	0	"{""v"":2,""q"":""pics frm yesterday"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""calendar_date"",""yesterday""]]}"		category=scenary, semantic=0, people=0, excludedPeople=0, negative=0, recent=false, evidence=metadata+visual, metadataFields=time, ops=[mime type == photos] && [from_date == 2026-08-23] && [to_date == 2026-08-23]	[mime type == photos] && [from_date == 2026-08-23] && [to_date == 2026-08-23]
097	colloquial	latest Ramani snaps	browse; person Ramani; media photos; sort newest	1	ACCEPTED	0	"{""v"":2,""q"":""latest Ramani snaps"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""sort"",""newest""],[""person_ref"",""F14""]]}"		category=scenary, semantic=0, people=1, excludedPeople=0, negative=0, recent=true, evidence=metadata+visual, metadataFields=people, ops=[person == ramani] && [mime type == photos] SORT_DATE	[person == ramani] && [mime type == photos] SORT_DATE
098	colloquial	no Ravi just Ramani photos	browse; person Ramani; not_person Ravi; people_only; media photos	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""no Ravi just Ramani photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""not_person_ref"",""F4""],[""person_ref"",""F14""]]}"	"{""v"":2,""q"":""no Ravi just Ramani photos"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""not_person_ref"",""F4""],[""person_ref"",""F14""]]}"		
099	colloquial	show beach pics	browse; media photos; semantic beach	1	ACCEPTED	0	"{""v"":2,""q"":""show beach pics"",""intent"":""browse"",""ops"":[[""media"",""photos""],[""term"",""beach"",""semantic""]]}"		category=scenary, semantic=1, people=0, excludedPeople=0, negative=0, recent=false, evidence=visual, metadataFields=, ops=[mime type == photos] && [semantic == beach]	[mime type == photos] && [semantic == beach]
100	colloquial	find my night videos	browse; self; media videos; daypart night	1	VALIDATOR_FAILED	1	"{""v"":2,""q"":""find my night videos"",""intent"":""browse"",""ops"":[[""media"",""videos""],[""daypart"",""night""]]}"	"{""v"":2,""q"":""find my night videos"",""intent"":""browse"",""ops"":[[""media"",""videos""],[""daypart"",""night""]]}"		
